emp_no,birth_date
61871,1953-09-15
61879,1955-03-04
61883,1955-07-18
61885,1954-07-11
61892,1952-08-12
61897,1952-06-22
61906,1952-02-08
61910,1955-01-10
61914,1954-06-16
61915,1952-08-30
61917,1953-03-14
61920,1952-09-16
61921,1952-09-01
61922,1955-06-05
61936,1954-01-09
61937,1952-08-28
61941,1952-03-02
61944,1955-10-18
61947,1954-10-15
61962,1954-04-27
61964,1954-04-03
61970,1955-12-02
61977,1954-10-24
61981,1953-02-11
61995,1953-01-26
61996,1954-05-01
61998,1955-09-25
62012,1953-11-19
62018,1954-04-01
62026,1952-08-25
62029,1952-05-20
62064,1952-11-09
62070,1955-04-18
62072,1953-06-06
62080,1954-04-26
62082,1955-04-28
62085,1952-08-21
62094,1955-11-06
62095,1954-08-10
62097,1954-04-25
62098,1953-10-29
62103,1954-12-04
62105,1955-03-10
62107,1952-09-07
62127,1955-06-06
62139,1954-08-15
62155,1955-05-30
62157,1953-02-05
62162,1954-10-08
62164,1953-07-07
62174,1955-08-27
62190,1953-10-17
62205,1955-01-06
62208,1953-02-26
62215,1952-07-08
62221,1955-06-24
62226,1952-04-16
62236,1955-04-07
62242,1955-11-19
62249,1955-08-11
62251,1955-08-21
62252,1952-03-28
62258,1953-09-01
62261,1953-01-25
62268,1952-09-26
62273,1954-12-17
62281,1953-09-24
62286,1953-11-13
62298,1955-11-16
62304,1952-11-15
62313,1955-11-07
62321,1955-09-28
62322,1952-10-25
62323,1955-07-14
62325,1953-10-18
62329,1953-11-03
62331,1952-11-03
62344,1953-07-01
62350,1955-06-11
62360,1953-03-01
62380,1952-02-04
62381,1955-12-13
62382,1952-09-19
62383,1955-08-04
62387,1952-09-02
62400,1955-03-23
62413,1954-05-11
62428,1954-06-30
62429,1952-08-29
62433,1955-02-26
62437,1953-08-18
62443,1954-08-15
62444,1954-01-20
62454,1953-09-08
62461,1952-09-28
62472,1954-06-03
62476,1952-07-30
62480,1955-05-22
62481,1953-09-25
62489,1952-09-12
62492,1954-10-04
62493,1954-07-08
62496,1952-06-01
62497,1955-12-19
62498,1952-10-07
62499,1952-10-30
62503,1954-10-13
62513,1954-04-01
62514,1955-06-23
62529,1954-01-06
62542,1953-08-16
62545,1954-06-05
62552,1953-04-05
62559,1953-08-31
62566,1953-09-24
62573,1953-12-02
62586,1952-09-30
62595,1955-03-22
62603,1955-09-21
62613,1954-04-09
62629,1954-07-29
62633,1952-12-21
62637,1953-07-19
62650,1953-07-05
62656,1953-02-26
62666,1954-10-21
62669,1952-05-28
62670,1952-08-27
62679,1955-02-25
62689,1953-11-22
62696,1953-01-16
62714,1955-12-29
62720,1955-11-16
62725,1953-07-19
62727,1955-02-13
62733,1953-03-21
62734,1952-12-14
62735,1954-01-15
62738,1955-07-13
62743,1955-06-26
62745,1953-05-19
62750,1952-08-12
62751,1955-04-08
62755,1954-08-26
62774,1955-11-07
62784,1955-10-27
62795,1952-11-10
62799,1953-12-28
62804,1952-10-02
62807,1952-08-10
62811,1952-04-29
62818,1952-04-07
62821,1954-08-11
62822,1955-05-24
62836,1954-12-05
62840,1953-02-21
62846,1952-03-15
62847,1952-08-21
62866,1954-06-20
62869,1953-10-03
62884,1952-06-20
62898,1953-04-08
62900,1955-02-25
62904,1954-12-26
62906,1953-04-24
62918,1954-08-29
62925,1952-04-04
62932,1954-08-12
62938,1954-06-07
62941,1952-07-24
62955,1953-08-24
62957,1954-09-30
62958,1955-02-04
62971,1955-10-04
62986,1953-09-30
63007,1953-11-19
63017,1955-11-02
63021,1955-02-12
63029,1953-12-16
63038,1952-04-17
63039,1952-02-04
63051,1955-06-07
63074,1952-02-03
63076,1954-06-22
63077,1953-10-23
63079,1954-08-06
63087,1955-12-16
63088,1954-12-02
63099,1954-11-17
63102,1955-05-07
63103,1953-06-29
63112,1953-02-16
63116,1955-01-30
63128,1952-05-24
63133,1955-03-19
63136,1952-04-08
63151,1955-10-07
63152,1953-10-09
63165,1954-08-27
63166,1955-05-10
63169,1954-12-30
63173,1954-03-02
63185,1952-11-23
63186,1952-08-26
63188,1952-10-19
63189,1952-12-19
63193,1952-03-04
63207,1955-09-03
63211,1954-06-18
63220,1953-02-01
63221,1955-02-24
63236,1952-05-27
63248,1954-05-29
63257,1952-07-12
63269,1955-10-27
63271,1952-11-16
63280,1955-03-21
63285,1952-10-31
63291,1953-03-21
63295,1953-01-29
63298,1953-07-04
63304,1953-08-08
63305,1954-02-28
63307,1955-03-27
63315,1953-06-29
63321,1953-07-30
63324,1955-01-10
63326,1954-12-01
63329,1955-10-29
63331,1955-08-29
63333,1953-07-01
63339,1952-07-20
63341,1953-08-07
63343,1953-04-22
63346,1953-11-18
63349,1954-03-29
63354,1953-09-05
63361,1954-09-29
63363,1952-12-10
63368,1952-06-30
63370,1953-12-30
63390,1953-07-14
63391,1953-06-29
63399,1953-05-20
63408,1952-04-08
63411,1952-09-29
63412,1953-09-25
63421,1952-07-22
63438,1954-04-21
63442,1954-12-21
63443,1954-01-07
63449,1954-02-14
63456,1954-01-18
63464,1953-01-09
63466,1953-05-20
63470,1955-10-30
63481,1953-04-13
63495,1954-06-02
63501,1953-04-25
63502,1952-11-17
63503,1952-03-09
63505,1954-12-11
63508,1953-11-01
63510,1952-07-19
63516,1955-11-03
63519,1954-03-28
63542,1953-02-17
63559,1952-02-18
63560,1955-06-21
63562,1953-09-24
63568,1955-02-23
63574,1953-10-05
63596,1954-12-02
63600,1955-12-12
63609,1955-02-18
63611,1953-05-04
63612,1955-12-19
63615,1952-09-24
63621,1952-02-18
63622,1954-08-10
63627,1952-12-10
63646,1955-07-22
63657,1955-08-24
63665,1952-10-06
63676,1955-10-14
63679,1955-10-18
63681,1953-04-29
63687,1953-12-10
63696,1953-04-11
63697,1953-06-20
63703,1955-08-24
63707,1955-04-07
63738,1954-03-25
63743,1952-08-19
63751,1954-03-05
63757,1955-02-24
63766,1952-02-21
63770,1954-05-09
63775,1954-05-07
63779,1952-04-20
63789,1954-06-03
63795,1954-06-25
63796,1953-09-21
63801,1954-10-14
63804,1953-04-10
63817,1954-06-10
63821,1954-08-01
63831,1954-03-31
63836,1952-10-26
63849,1955-08-12
63861,1954-02-19
63867,1954-08-10
63883,1954-12-13
63895,1952-08-19
63904,1955-01-31
63910,1952-04-28
63912,1953-07-02
63921,1955-10-10
63922,1955-06-14
63925,1954-05-04
63939,1955-03-31
63940,1954-09-25
63943,1953-07-12
63955,1955-09-24
63962,1954-10-12
63979,1955-01-10
63985,1953-04-16
63992,1952-06-23
63997,1955-06-26
64017,1952-06-15
64026,1953-09-11
64043,1954-07-07
64046,1955-11-21
64047,1955-08-03
64051,1954-03-30
64052,1953-10-09
64072,1954-03-10
64075,1953-07-31
64076,1955-08-22
64081,1952-11-28
64090,1955-04-29
64100,1955-01-05
64101,1954-02-09
64106,1952-08-06
64119,1952-11-29
64137,1954-07-17
64142,1953-01-20
64149,1952-03-04
64173,1953-11-24
64175,1955-06-11
64177,1954-04-06
64213,1953-09-12
64216,1954-05-19
64228,1955-11-08
64229,1953-03-05
64231,1955-02-24
64240,1955-07-01
64241,1953-05-08
64272,1954-04-15
64273,1952-02-09
64280,1953-08-29
64288,1952-05-17
64293,1954-03-16
64302,1954-05-10
64310,1953-05-18
64320,1953-12-20
64322,1955-01-01
64327,1955-09-01
64335,1952-12-08
64336,1955-03-13
64344,1953-02-11
64359,1955-02-18
64361,1954-02-17
64363,1954-08-06
64369,1952-05-19
64372,1954-06-08
64377,1953-02-05
64384,1953-04-18
64390,1954-03-08
64391,1952-03-21
64398,1952-05-26
64400,1955-03-02
64402,1952-04-21
64404,1954-07-08
64408,1952-04-30
64414,1955-12-26
64415,1953-05-16
64432,1955-01-12
64437,1955-02-13
64445,1952-02-24
64456,1953-03-28
64462,1952-08-08
64464,1952-11-13
64468,1952-04-13
64472,1953-03-25
64478,1955-07-10
64481,1954-06-06
64488,1955-07-04
64490,1955-09-26
64495,1952-12-25
64496,1955-10-12
64517,1952-08-04
64526,1955-06-17
64527,1952-04-06
64535,1954-12-30
64539,1955-01-15
64540,1952-11-01
64557,1955-05-09
64563,1952-03-23
64572,1953-09-27
64575,1952-02-04
64583,1952-02-14
64584,1954-01-01
64593,1953-02-18
64595,1954-01-12
64598,1954-12-17
64602,1952-06-25
64616,1955-09-17
64621,1955-07-18
64633,1954-10-05
64638,1953-07-07
64639,1955-01-09
64643,1955-01-01
64656,1952-06-16
64674,1954-05-29
64676,1955-12-02
64692,1955-11-12
64696,1952-06-19
64697,1953-04-07
64703,1953-10-28
64707,1953-07-03
64711,1953-12-06
64716,1952-11-14
64726,1954-08-18
64729,1954-05-19
64731,1955-08-29
64741,1954-01-17
64748,1953-06-18
64753,1952-02-02
64774,1952-12-16
64778,1954-07-26
64784,1955-05-27
64785,1954-05-04
64791,1952-05-28
64796,1953-01-11
64802,1953-02-14
64804,1954-03-29
64823,1952-04-16
64837,1954-11-10
64855,1952-08-02
64860,1952-06-28
64872,1953-08-10
64879,1953-12-19
64884,1955-09-04
64889,1953-05-08
64891,1954-09-27
64900,1953-01-26
64905,1953-12-08
64912,1952-08-24
64914,1953-09-10
64916,1953-02-13
64917,1953-05-06
64922,1953-01-20
64927,1954-09-07
64933,1953-10-31
64969,1955-09-07
64970,1952-11-23
64974,1954-12-10
64977,1955-05-01
64983,1952-04-10
64997,1954-06-12
65000,1953-07-14
65011,1954-10-13
65026,1952-03-06
65033,1955-02-02
65036,1953-09-18
65038,1955-10-10
65039,1954-02-10
65044,1953-11-20
65049,1953-08-07
65051,1955-11-27
65056,1955-02-04
65080,1955-07-09
65084,1954-12-03
65093,1952-03-20
65096,1955-05-23
65097,1955-07-06
65101,1955-11-24
65102,1954-11-09
65106,1954-01-05
65119,1955-06-29
65122,1955-12-23
65128,1952-09-15
65131,1953-03-07
65136,1954-10-20
65138,1952-04-06
65143,1955-11-02
65145,1955-07-25
65150,1955-12-24
65156,1955-05-23
65162,1952-05-02
65164,1953-08-17
65167,1952-10-03
65169,1955-11-06
65170,1954-06-16
65173,1953-07-26
65185,1954-02-24
65211,1954-10-02
65216,1952-07-31
65225,1954-04-29
65243,1952-10-21
65255,1954-07-19
65267,1953-04-19
65268,1952-10-14
65270,1955-08-18
65273,1952-10-20
65280,1955-02-12
65283,1954-10-17
65293,1955-03-31
65294,1953-08-16
65302,1955-12-10
65329,1954-03-03
65330,1953-03-23
65337,1955-06-10
65358,1952-03-03
65366,1955-02-09
65367,1955-03-30
65372,1955-08-01
65376,1954-01-19
65377,1954-07-27
65378,1952-05-16
65381,1953-03-08
65390,1954-07-15
65400,1955-11-01
65429,1955-05-26
65431,1955-03-05
65443,1954-11-16
65457,1952-10-31
65459,1955-11-24
65466,1954-11-27
65479,1953-01-06
65486,1953-09-23
65487,1953-11-19
65494,1954-01-26
65498,1954-12-12
65513,1952-09-23
65514,1953-03-22
65520,1952-12-12
65530,1955-06-21
65532,1952-09-17
65533,1955-03-25
65535,1952-08-27
65543,1952-06-29
65551,1952-09-06
65552,1954-10-01
65559,1954-04-04
65567,1954-11-24
65568,1952-08-09
65571,1953-08-18
65576,1953-11-25
65579,1952-10-20
65588,1953-08-15
65590,1955-05-05
65593,1953-10-27
65594,1952-12-24
65595,1952-09-17
65596,1955-07-02
65599,1955-03-20
65601,1952-06-23
65610,1953-04-18
65619,1955-10-26
65632,1952-02-12
65636,1955-04-05
65640,1955-06-14
65645,1953-05-17
65646,1953-03-04
65657,1954-10-18
65663,1954-06-20
65674,1953-10-26
65702,1955-06-12
65706,1955-12-15
65715,1954-10-14
65733,1952-03-03
65735,1955-08-23
65736,1952-10-21
65752,1954-03-13
65758,1954-12-09
65760,1955-03-28
65795,1955-10-13
65803,1954-07-21
65804,1953-08-22
65807,1953-09-04
65812,1955-12-27
65832,1953-11-28
65835,1953-03-05
65840,1955-07-02
65850,1953-03-10
65858,1953-10-04
65859,1955-09-18
65876,1955-06-24
65879,1953-08-22
65893,1955-02-03
65896,1955-03-15
65905,1954-09-15
65914,1954-01-07
65916,1952-11-24
65926,1953-05-05
65937,1954-05-18
65946,1954-08-05
65948,1955-01-01
65951,1952-09-09
65958,1952-03-15
65974,1955-08-22
65977,1952-04-02
65978,1953-11-26
65986,1954-03-18
65988,1952-10-06
65992,1952-05-19
66012,1954-11-10
66015,1953-03-24
66034,1952-12-11
66050,1953-07-11
66051,1954-09-06
66053,1955-11-01
66060,1953-01-24
66062,1955-07-09
66073,1952-03-26
66082,1955-02-08
66083,1952-11-23
66084,1954-07-30
66099,1954-03-23
66107,1955-05-30
66117,1954-12-26
66124,1952-05-03
66125,1954-06-19
66126,1955-05-22
66131,1952-09-27
66132,1952-12-18
66141,1953-07-23
66142,1953-06-10
66155,1954-01-11
66164,1952-02-04
66165,1954-06-22
66183,1953-10-04
66187,1952-04-14
66191,1954-04-04
66197,1952-04-12
66202,1953-04-02
66205,1955-12-31
66208,1953-06-17
66223,1955-09-24
66225,1952-04-13
66226,1952-07-06
66229,1954-03-04
66237,1953-03-01
66258,1952-08-02
66259,1954-08-05
66262,1952-03-11
66270,1953-11-10
66293,1953-10-13
66304,1952-11-06
66314,1953-05-12
66319,1954-02-18
66321,1954-07-02
66328,1955-07-05
66329,1953-06-02
66351,1954-06-08
66367,1952-08-17
66374,1955-03-12
66380,1953-06-17
66415,1953-11-25
66420,1953-02-02
66423,1953-10-18
66425,1954-05-17
66434,1952-07-26
66447,1953-08-04
66456,1955-07-29
66459,1952-08-09
66465,1954-05-07
66467,1955-02-01
66471,1952-04-17
66473,1952-12-19
66475,1953-12-18
66481,1952-10-21
66495,1952-04-12
66499,1954-12-24
66500,1952-03-09
66502,1953-09-05
66514,1953-10-20
66516,1953-12-16
66518,1952-04-10
66521,1955-09-04
66531,1952-05-29
66534,1953-04-13
66536,1955-12-19
66556,1953-04-04
66562,1952-12-17
66574,1952-02-13
66577,1955-06-28
66584,1955-03-23
66588,1953-12-15
66594,1954-03-23
66603,1954-10-09
66604,1955-11-28
66616,1953-03-12
66624,1955-06-27
66629,1953-03-13
66633,1954-11-11
66650,1954-06-28
66655,1954-03-07
66656,1953-12-16
66660,1952-09-06
66665,1952-09-21
66667,1952-07-14
66668,1955-12-23
66671,1952-08-11
66676,1953-06-22
66679,1954-12-09
66686,1953-01-06
66687,1955-11-12
66689,1952-10-07
66690,1953-09-03
66695,1953-10-21
66701,1955-01-01
66714,1952-07-30
66716,1955-03-08
66719,1952-12-05
66733,1954-10-12
66740,1955-04-13
66744,1953-11-05
66750,1953-05-07
66764,1954-09-15
66766,1954-04-14
66769,1955-07-13
66775,1952-10-22
66776,1953-10-10
66792,1954-01-14
66800,1954-06-25
66801,1954-08-25
66834,1953-01-07
66837,1952-09-25
66839,1955-11-01
66848,1954-04-18
66851,1955-09-24
66859,1952-03-21
66862,1953-10-22
66866,1955-03-04
66867,1954-05-05
66879,1954-10-01
66884,1954-10-22
66907,1952-03-26
66921,1953-11-10
66934,1954-01-27
66937,1953-01-07
66942,1955-07-20
66945,1952-12-31
66946,1954-02-01
66947,1953-02-07
66957,1953-02-21
66961,1954-07-12
66963,1952-02-19
66974,1953-04-28
66976,1952-02-26
66980,1953-03-21
66989,1954-08-03
66997,1954-03-08
67012,1952-10-22
67029,1954-08-31
67032,1955-11-18
67033,1953-07-10
67034,1955-02-06
67048,1954-10-14
67050,1954-01-21
67054,1954-03-15
67066,1955-02-10
67070,1955-06-09
67072,1952-07-11
67084,1955-08-27
67088,1955-11-13
67095,1954-08-24
67097,1954-08-12
67111,1954-08-02
67113,1954-12-30
67120,1955-08-25
67131,1952-02-24
67157,1955-02-16
67165,1955-05-21
67168,1955-03-04
67198,1953-10-26
67206,1953-02-28
67208,1953-05-20
67216,1954-03-20
67223,1952-12-24
67228,1952-03-14
67242,1954-02-06
67252,1955-10-16
67253,1955-09-02
67259,1953-05-23
67272,1953-11-16
67280,1955-05-20
67306,1953-03-04
67319,1952-07-06
67324,1952-08-02
67327,1954-02-22
67331,1954-10-28
67355,1954-10-30
67356,1954-05-20
67357,1952-04-12
67358,1955-07-25
67366,1952-07-18
67367,1954-07-12
67368,1954-01-21
67375,1955-12-26
67377,1953-08-20
67381,1955-09-12
67383,1953-06-29
67392,1955-01-26
67398,1955-08-13
67402,1955-09-06
67409,1954-10-02
67414,1954-09-01
67422,1955-03-06
67428,1955-12-30
67431,1954-03-25
67436,1954-10-08
67441,1953-11-30
67450,1952-04-12
67451,1952-09-18
67457,1954-02-01
67460,1954-02-15
67462,1955-07-15
67477,1952-12-15
67503,1954-07-21
67520,1954-04-16
67526,1952-11-25
67530,1953-02-27
67532,1953-06-09
67545,1954-08-28
67549,1952-08-16
67553,1955-04-19
67554,1955-06-11
67564,1954-12-03
67566,1954-12-18
67567,1954-06-18
67584,1954-07-03
67589,1955-06-30
67591,1955-04-05
67608,1953-08-01
67609,1953-02-15
67613,1953-04-01
67624,1954-09-09
67630,1952-03-25
67637,1952-05-15
67654,1953-01-26
67675,1953-04-21
67681,1953-02-28
67682,1953-05-17
67686,1953-08-08
67689,1952-07-07
67690,1953-06-16
67701,1953-09-06
67705,1954-07-16
67707,1955-12-08
67709,1953-11-17
67714,1953-04-05
67717,1954-02-03
67718,1955-03-12
67723,1955-08-04
67725,1952-08-27
67727,1955-10-28
67729,1954-12-31
67730,1952-03-11
67740,1953-05-25
67742,1955-11-09
67751,1952-10-18
67762,1952-07-27
67763,1954-08-15
67774,1952-03-13
67776,1955-12-23
67779,1954-01-30
67782,1955-11-05
67801,1954-08-16
67812,1954-08-17
67814,1955-10-16
67815,1952-05-15
67817,1954-06-24
67823,1952-03-29
67826,1955-11-26
67827,1953-12-22
67830,1955-06-14
67835,1953-12-25
67837,1953-04-28
67839,1955-01-25
67842,1953-03-21
67845,1954-04-14
67848,1955-06-01
67851,1954-05-11
67853,1952-08-19
67870,1952-07-14
67872,1952-11-03
67879,1955-02-03
67884,1953-03-18
67895,1954-06-01
67896,1952-07-05
67906,1953-07-24
67914,1955-11-08
67915,1953-09-10
67917,1953-02-13
67921,1953-10-30
67929,1952-03-02
67936,1954-10-14
67937,1955-08-03
67949,1952-05-12
67954,1954-10-30
67965,1952-05-29
67967,1952-06-26
67968,1954-12-13
67972,1955-08-13
67978,1952-05-01
67983,1952-04-06
67988,1952-07-29
67993,1952-12-18
67994,1953-04-07
68005,1953-07-25
68007,1952-08-06
68010,1953-10-16
68015,1954-06-22
68028,1955-06-21
68035,1952-04-23
68055,1953-05-29
68058,1953-12-23
68074,1954-08-24
68075,1953-06-01
68082,1955-10-03
68111,1953-06-05
68123,1953-03-02
68124,1954-09-16
68132,1954-11-23
68142,1953-11-21
68147,1952-12-10
68154,1953-05-10
68157,1955-11-19
68169,1952-10-12
68179,1954-11-21
68182,1954-07-14
68194,1955-04-01
68216,1955-05-09
68218,1952-10-14
68219,1954-09-27
68231,1952-11-09
68232,1952-04-15
68236,1952-10-29
68240,1952-06-13
68242,1952-03-08
68249,1954-01-13
68265,1955-09-18
68269,1955-01-17
68275,1953-09-10
68284,1953-01-29
68293,1952-10-30
68296,1955-02-02
68300,1952-05-23
68309,1955-03-28
68312,1954-07-19
68313,1955-12-12
68321,1955-12-03
68345,1953-11-09
68358,1954-02-02
68364,1953-02-12
68370,1953-05-11
68387,1955-01-16
68401,1952-05-25
68409,1955-12-18
68414,1954-10-14
68418,1955-10-05
68420,1955-03-06
68421,1955-05-16
68424,1954-03-17
68427,1955-08-12
68432,1953-03-07
68433,1954-07-11
68434,1954-08-14
68448,1955-04-08
68458,1952-11-28
68461,1954-08-07
68468,1954-07-26
68473,1954-07-27
68474,1954-03-01
68478,1954-01-03
68481,1953-06-15
68494,1953-12-09
68499,1953-06-15
68509,1952-09-20
68513,1955-09-28
68528,1952-03-13
68538,1953-06-18
68550,1952-05-19
68555,1955-03-07
68567,1953-11-21
68568,1952-05-02
68570,1953-04-07
68582,1954-10-27
68585,1952-09-05
68596,1954-06-26
68600,1953-08-21
68601,1954-04-04
68603,1954-03-26
68606,1953-02-13
68607,1954-02-09
68611,1952-02-15
68626,1954-11-20
68628,1953-02-11
68634,1953-01-27
68654,1953-05-23
68664,1953-09-06
68669,1954-09-21
68674,1955-07-13
68679,1953-11-02
68687,1954-11-27
68692,1952-09-05
68699,1953-11-28
68705,1952-05-23
68706,1955-01-31
68712,1955-03-13
68714,1954-06-18
68715,1955-03-08
68721,1954-12-24
68726,1953-12-02
68729,1953-06-22
68733,1955-02-06
68734,1955-01-06
68744,1954-03-28
68746,1952-06-17
68759,1954-06-09
68770,1952-02-19
68772,1955-08-24
68780,1952-05-20
68782,1955-03-02
68786,1955-10-09
68790,1955-10-05
68798,1953-12-05
68801,1952-08-29
68803,1954-11-19
68805,1954-08-08
68808,1953-03-20
68809,1954-01-08
68814,1954-01-15
68838,1955-02-24
68839,1954-11-05
68840,1953-12-05
68843,1955-02-11
68862,1953-10-31
68872,1953-02-27
68880,1953-07-07
68890,1954-05-17
68900,1952-10-08
68909,1953-04-19
68910,1954-12-23
68911,1954-12-21
68912,1952-11-22
68913,1954-01-13
68917,1952-10-06
68919,1954-10-30
68929,1955-05-28
68935,1952-02-04
68940,1955-10-16
68953,1954-06-18
68961,1953-03-17
68964,1955-07-15
68966,1955-05-02
68978,1955-05-28
68991,1954-04-03
69003,1953-05-31
69010,1952-05-06
69013,1953-02-23
69014,1955-12-08
69015,1954-04-18
69017,1955-02-04
69021,1954-08-16
69022,1955-09-24
69027,1955-08-20
69039,1954-06-22
69049,1955-01-15
69055,1953-12-12
69064,1953-09-22
69072,1953-07-14
69096,1953-12-16
69112,1954-12-21
69116,1955-10-08
69122,1952-12-20
69131,1954-05-24
69136,1955-08-28
69138,1954-11-12
69140,1952-05-21
69141,1953-03-01
69146,1954-07-25
69153,1952-07-12
69160,1952-12-29
69166,1954-05-26
69172,1952-07-19
69173,1954-09-08
69177,1955-05-27
69179,1955-07-02
69181,1955-04-11
69182,1954-10-02
69206,1954-04-10
69216,1953-05-22
69222,1952-11-10
69224,1952-03-24
69226,1955-09-08
69228,1955-01-15
69230,1953-06-10
69235,1953-05-22
69237,1952-09-12
69238,1955-06-24
69246,1955-12-02
69254,1955-06-02
69259,1954-03-04
69263,1952-07-31
69264,1952-07-07
69271,1955-12-16
69280,1954-09-22
69289,1952-02-10
69293,1955-11-17
69297,1953-06-24
69308,1953-10-26
69312,1955-02-12
69325,1955-02-16
69326,1952-04-21
69333,1952-04-28
69347,1955-12-27
69360,1952-10-22
69362,1953-01-28
69364,1954-11-30
69376,1952-09-08
69387,1953-01-28
69403,1953-07-07
69405,1955-04-03
69418,1954-09-06
69425,1953-10-15
69428,1955-05-17
69431,1952-03-01
69433,1955-02-02
69445,1954-05-14
69446,1952-05-09
69447,1952-07-18
69455,1955-05-02
69458,1952-08-19
69490,1953-07-05
69493,1955-11-08
69505,1953-12-21
69506,1953-06-09
69507,1953-03-05
69516,1954-07-20
69518,1952-04-04
69524,1955-06-05
69534,1955-07-06
69543,1953-04-19
69544,1954-02-21
69555,1954-10-26
69556,1954-07-20
69563,1952-11-26
69570,1952-06-01
69571,1952-05-28
69582,1955-06-01
69586,1952-07-20
69589,1952-12-23
69601,1954-09-12
69608,1955-09-11
69609,1955-12-30
69611,1955-06-15
69617,1952-09-17
69622,1953-12-21
69623,1953-10-21
69630,1954-09-06
69635,1954-11-30
69639,1952-04-20
69641,1953-10-08
69647,1952-11-27
69648,1952-07-23
69649,1952-08-13
69654,1955-04-10
69655,1954-02-17
69664,1954-12-08
69666,1952-03-17
69682,1954-10-22
69684,1953-01-15
69688,1954-02-12
69689,1954-07-07
69697,1954-12-20
69700,1955-01-13
69705,1955-12-28
69717,1954-03-17
69732,1953-02-22
69737,1952-03-06
69740,1955-05-25
69744,1953-02-06
69759,1954-08-27
69760,1952-05-28
69773,1952-08-09
69816,1955-05-12
69829,1954-06-25
69835,1952-03-11
69836,1952-04-15
69844,1955-02-28
69845,1953-05-18
69851,1953-08-11
69875,1955-02-05
69876,1952-09-28
69885,1952-07-24
69896,1955-06-15
69897,1952-09-23
69900,1955-08-15
69903,1955-07-06
69907,1955-11-19
69909,1955-09-26
69915,1955-09-15
69920,1954-02-24
69923,1953-01-10
69925,1952-07-05
69926,1954-01-08
69928,1954-10-15
69932,1952-10-18
69941,1954-03-07
69953,1953-11-21
69954,1954-05-01
69960,1954-05-01
69982,1954-06-11
69987,1952-04-11
69990,1953-09-25
69993,1952-09-01
70000,1954-06-19
70002,1955-01-29
70006,1954-06-18
70007,1952-03-04
70008,1955-11-14
70013,1955-07-25
70015,1955-09-02
70017,1952-06-07
70024,1952-08-25
70027,1952-11-27
70030,1953-11-24
70035,1955-11-19
70040,1952-02-05
70045,1953-10-13
70049,1954-03-11
70056,1954-02-04
70061,1952-08-06
70062,1953-08-20
70070,1952-03-07
70071,1954-03-29
70077,1955-08-29
70089,1954-12-20
70092,1955-03-24
70096,1952-07-12
70100,1953-10-06
70102,1955-07-13
70105,1955-04-10
70113,1954-10-17
70117,1952-04-24
70123,1955-01-22
70130,1954-01-02
70132,1953-07-31
70133,1952-04-22
70137,1952-09-09
70140,1953-03-31
70141,1953-06-14
70146,1952-09-14
70179,1952-04-26
70190,1952-11-07
70191,1952-08-29
70197,1952-07-19
70214,1955-11-06
70218,1953-06-05
70222,1952-04-11
70237,1952-07-26
70240,1953-06-13
70242,1953-11-07
70250,1952-08-02
70257,1954-01-11
70258,1954-08-01
70270,1952-08-25
70278,1955-07-16
70287,1955-08-25
70310,1954-04-03
70313,1952-11-05
70327,1955-02-02
70335,1954-10-15
70340,1954-01-07
70341,1955-06-28
70354,1955-09-02
70356,1952-05-08
70368,1954-08-10
70371,1952-08-22
70375,1955-02-23
70377,1953-04-10
70383,1954-02-20
70398,1954-09-10
70404,1952-05-03
70405,1955-05-29
70415,1953-08-22
70421,1955-07-21
70426,1954-02-12
70459,1955-08-05
70462,1953-11-27
70485,1954-02-05
70491,1952-12-21
70498,1955-08-21
70500,1954-11-29
70501,1955-05-04
70502,1953-12-16
70528,1953-01-05
70530,1953-05-18
70534,1953-11-29
70535,1952-09-06
70540,1954-07-26
70552,1953-10-08
70563,1955-06-03
70565,1952-11-13
70566,1953-03-13
70571,1955-08-19
70572,1955-10-02
70573,1955-04-15
70574,1952-08-17
70579,1953-04-23
70586,1953-12-09
70587,1955-06-16
70597,1953-06-01
70602,1952-09-22
70609,1954-01-16
70659,1954-12-15
70661,1952-10-06
70673,1954-01-22
70685,1952-04-05
70700,1952-04-29
70703,1953-11-07
70708,1952-12-02
70722,1954-06-07
70723,1954-12-03
70726,1954-11-30
70728,1954-07-19
70739,1952-02-17
70740,1953-01-26
70748,1955-03-22
70751,1953-04-19
70752,1954-04-21
70776,1953-12-25
70782,1953-07-27
70786,1953-02-19
70791,1955-10-07
70809,1952-10-23
70810,1954-08-18
70827,1953-01-12
70830,1953-10-08
70835,1954-11-07
70854,1953-12-14
70872,1954-11-28
70877,1953-10-28
70895,1953-07-15
70898,1955-07-26
70919,1955-01-04
70936,1952-10-19
70937,1955-06-17
70946,1953-01-09
70956,1955-06-04
70959,1954-10-18
70962,1953-11-26
70969,1954-02-05
70970,1953-07-20
70974,1955-11-06
70982,1955-08-26
70987,1954-03-22
70988,1954-05-31
70993,1953-06-09
71006,1953-08-24
71008,1955-11-05
71036,1954-12-01
71037,1954-04-03
71045,1954-07-17
71047,1955-05-29
71059,1953-03-04
71062,1953-04-28
71072,1952-02-19
71075,1954-04-17
71090,1952-09-13
71095,1955-05-26
71096,1953-10-01
71097,1954-04-24
71099,1953-08-25
71109,1955-04-12
71114,1953-06-21
71119,1955-12-21
71120,1953-08-13
71121,1952-03-23
71122,1954-07-04
71126,1952-02-16
71128,1954-07-21
71146,1953-02-24
71150,1955-06-23
